#HI4PI cube SIN_,channel,square l, square b, angle, size
# angle: angle of east side of box compared to the line pointing towards the galactic north (measured increasing to the east) in degrees
# size: approximate length of one side of square in degrees
H12,504,326.95289,64.261250,30,4.5
H12,505,326.95289,64.261250,30,4.5
H12,506,326.95289,64.261250,30,4.5
H12,507,326.95289,64.261250,30,4.5
H12,499,346.15587,52.203894,30,2.5
H12,500,346.15587,52.203894,30,2.5
H12,501,346.15587,52.203894,30,2.5
H12,502,346.15587,52.203894,30,2.5
H12,503,346.15587,52.203894,30,2.5
H12,504,346.15587,52.203894,30,2.5
H12,505,346.15587,52.203894,30,2.5
H12,506,346.15587,52.203894,30,2.5
H12,507,346.15587,52.203894,30,2.5
H12,564,346.15587,52.203894,30,2.5
I01,129,14.289302,77.491120,00,4.5
I01,288,312.48360,85.251200,00,4.5
I01,289,312.48360,85.251200,00,4.5
I01,363,36.057661,78.551994,70,4.5
I01,422,60.054833,74.215814,70,4.5
I01,423,60.054833,74.215814,70,4.5
I01,424,60.054833,74.215814,70,4.5
I01,482,84.806157,83.429555,70,4.5
I01,483,84.806157,83.429555,70,4.5
I01,484,84.806157,83.429555,70,4.5
I01,485,84.806157,83.429555,70,4.5
I01,486,84.806157,83.429555,70,4.5
I01,487,84.806157,83.429555,70,4.5
I01,488,84.806157,83.429555,70,4.5
I01,489,84.806157,83.429555,70,4.5
I01,490,84.806157,83.429555,70,4.5
I01,491,84.806157,83.429555,70,4.5
I01,492,84.806157,83.429555,70,4.5
I01,493,84.806157,83.429555,70,4.5
I01,494,84.806157,83.429555,70,4.5
I01,495,84.806157,83.429555,70,4.5
I01,496,84.806157,83.429555,70,4.5
I01,497,84.806157,83.429555,70,4.5
I01,498,84.806157,83.429555,70,4.5
I01,499,84.806157,83.429555,70,4.5
I01,500,84.806157,83.429555,70,4.5
I01,501,84.806157,83.429555,70,4.5
I01,502,84.806157,83.429555,70,4.5
I01,503,84.806157,83.429555,70,4.5
I01,504,84.806157,83.429555,70,4.5
I01,505,84.806157,83.429555,70,4.5
I01,506,84.806157,83.429555,70,4.5
I01,507,84.806157,83.429555,70,4.5
I01,508,84.806157,83.429555,70,4.5
I01,509,84.806157,83.429555,70,4.5
I01,514,84.806157,83.429555,70,4.5
I01,515,84.806157,83.429555,70,4.5
I01,516,84.806157,83.429555,70,4.5
I01,517,84.806157,83.429555,70,4.5
I01,518,84.806157,83.429555,70,4.5
I01,519,84.806157,83.429555,70,4.5
I01,520,84.806157,83.429555,70,4.5
I01,521,84.806157,83.429555,70,4.5
I01,522,84.806157,83.429555,70,4.5
I01,523,84.806157,83.429555,70,4.5
I01,524,84.806157,83.429555,70,4.5
I01,525,84.806157,83.429555,70,4.5
I01,526,84.806157,83.429555,70,4.5
I01,482,353.1678,81.213964,70,4.5
I01,483,353.1678,81.213964,70,4.5
I01,484,353.1678,81.213964,70,4.5
I01,485,353.1678,81.213964,70,4.5
I01,486,353.1678,81.213964,70,4.5
I01,487,353.1678,81.213964,70,4.5
I01,488,353.1678,81.213964,70,4.5
I01,489,353.1678,81.213964,70,4.5
I01,490,353.1678,81.213964,70,4.5
I01,491,353.1678,81.213964,70,4.5
I01,482,353.80883,75.904445,70,4.5
I01,483,353.80883,75.904445,70,4.5
I01,484,353.80883,75.904445,70,4.5
I01,485,353.80883,75.904445,70,4.5
I01,486,353.80883,75.904445,70,4.5
I01,487,353.80883,75.904445,70,4.5
I01,488,353.80883,75.904445,70,4.5
I01,489,353.80883,75.904445,70,4.5
I01,490,353.80883,75.904445,70,4.5
I01,491,353.80883,75.904445,70,4.5
I01,482,10.791664,68.983839,70,4.5
I01,483,10.791664,68.983839,70,4.5
I01,484,10.791664,68.983839,70,4.5
I01,485,10.791664,68.983839,70,4.5
I01,486,10.791664,68.983839,70,4.5
I01,487,10.791664,68.983839,70,4.5
I01,488,10.791664,68.983839,70,4.5
I01,489,10.791664,68.983839,70,4.5
I01,490,10.791664,68.983839,70,4.5
I01,491,10.791664,68.983839,70,4.5
I01,492,10.791664,68.983839,70,4.5
I01,493,10.791664,68.983839,70,4.5
I01,494,10.791664,68.983839,70,4.5
I01,495,10.791664,68.983839,70,4.5
I01,496,10.791664,68.983839,70,4.5
I01,497,10.791664,68.983839,70,4.5
I01,498,10.791664,68.983839,70,4.5
I01,499,10.791664,68.983839,70,4.5
I01,500,10.791664,68.983839,70,4.5
I01,501,10.791664,68.983839,70,4.5
I01,502,10.791664,68.983839,70,4.5
I01,503,10.791664,68.983839,70,4.5
I01,504,10.791664,68.983839,70,4.5
I01,505,10.791664,68.983839,70,4.5
I01,506,10.791664,68.983839,70,4.5
I01,507,10.791664,68.983839,70,4.5
I01,508,10.791664,68.983839,70,4.5
I01,509,10.791664,68.983839,70,4.5
I01,510,10.791664,68.983839,70,4.5
I01,482,38.388532,77.946598,70,4.5
I01,493,38.388532,77.946598,70,4.5
I01,494,38.388532,77.946598,70,4.5
I01,495,38.388532,77.946598,70,4.5
I01,496,38.388532,77.946598,70,4.5
I01,497,38.388532,77.946598,70,4.5
I01,498,38.388532,77.946598,70,4.5
I01,499,38.388532,77.946598,70,4.5
I01,500,38.388532,77.946598,70,4.5
I01,501,38.388532,77.946598,70,4.5
I01,502,38.388532,77.946598,70,4.5
I01,503,38.388532,77.946598,70,4.5
I01,504,38.388532,77.946598,70,4.5
I01,505,38.388532,77.946598,70,4.5
I02,196,101.91949,78.321116,0,4.5
I02,197,101.91949,78.321116,0,4.5
I02,484,85.73671,69.842158,30,4.5
I02,485,85.73671,69.842158,30,4.5
I02,486,85.73671,69.842158,30,4.5
I02,487,85.73671,69.842158,30,4.5
I02,488,85.73671,69.842158,30,4.5
I02,489,85.73671,69.842158,30,4.5
I02,490,85.73671,69.842158,30,4.5
I02,491,85.73671,69.842158,30,4.5
I02,492,85.73671,69.842158,30,4.5
I02,493,85.73671,69.842158,30,4.5
I02,494,85.73671,69.842158,30,4.5
I02,495,85.73671,69.842158,30,4.5
I02,496,85.73671,69.842158,30,4.5
I02,497,85.73671,69.842158,30,4.5
I02,498,85.73671,69.842158,30,4.5
I02,499,85.73671,69.842158,30,4.5
I02,500,85.73671,69.842158,30,4.5
I02,501,85.73671,69.842158,30,4.5
I02,502,85.73671,69.842158,30,4.5
I02,503,85.73671,69.842158,30,4.5
I02,504,85.73671,69.842158,30,4.5
I02,505,85.73671,69.842158,30,4.5
I02,506,85.73671,69.842158,30,4.5
I02,507,85.73671,69.842158,30,4.5
I02,508,85.73671,69.842158,30,4.5
I02,509,85.73671,69.842158,30,4.5
I02,510,85.73671,69.842158,30,4.5
I02,511,85.73671,69.842158,30,4.5
I02,512,85.73671,69.842158,30,4.5
I02,513,85.73671,69.842158,30,4.5
I02,514,85.73671,69.842158,30,4.5
I02,515,85.73671,69.842158,30,4.5
I02,516,85.73671,69.842158,30,4.5
I02,484,70.166254,71.571794,30,4.5
I02,485,70.166254,71.571794,30,4.5
I02,486,70.166254,71.571794,30,4.5
I02,487,70.166254,71.571794,30,4.5
I02,488,70.166254,71.571794,30,4.5
I02,489,70.166254,71.571794,30,4.5
I02,490,70.166254,71.571794,30,4.5
I02,523,70.166254,71.571794,30,4.5
I02,524,70.166254,71.571794,30,4.5
I02,525,70.166254,71.571794,30,4.5
I02,484,87.064169,83.268873,30,4.5
I02,485,87.064169,83.268873,30,4.5
I02,486,87.064169,83.268873,30,4.5
I02,487,87.064169,83.268873,30,4.5
I02,488,87.064169,83.268873,30,4.5
I02,489,87.064169,83.268873,30,4.5
I02,490,87.064169,83.268873,30,4.5
I02,491,87.064169,83.268873,30,4.5
I02,492,87.064169,83.268873,30,4.5
I02,493,87.064169,83.268873,30,4.5
I02,494,87.064169,83.268873,30,4.5
I02,495,87.064169,83.268873,30,4.5
I02,496,87.064169,83.268873,30,4.5
I02,497,87.064169,83.268873,30,4.5
I02,498,87.064169,83.268873,30,4.5
I02,499,87.064169,83.268873,30,4.5
I02,500,87.064169,83.268873,30,4.5
I02,501,87.064169,83.268873,30,4.5
I02,502,87.064169,83.268873,30,4.5
I02,503,87.064169,83.268873,30,4.5
I02,504,87.064169,83.268873,30,4.5
I02,505,87.064169,83.268873,30,4.5
I02,506,87.064169,83.268873,30,4.5
I02,507,87.064169,83.268873,30,4.5
I02,508,87.064169,83.268873,30,4.5
I02,509,87.064169,83.268873,30,4.5
I02,510,87.064169,83.268873,30,4.5
I02,511,87.064169,83.268873,30,4.5
I02,514,87.064169,83.268873,30,4.5
I02,515,87.064169,83.268873,30,4.5
I02,516,87.064169,83.268873,30,4.5
I02,517,87.064169,83.268873,30,4.5
I02,518,87.064169,83.268873,30,4.5
I02,519,87.064169,83.268873,30,4.5
I02,520,87.064169,83.268873,30,4.5
I02,521,87.064169,83.268873,30,4.5
I02,522,87.064169,83.268873,30,4.5
I02,523,87.064169,83.268873,30,4.5
I02,524,87.064169,83.268873,30,4.5
I02,525,87.064169,83.268873,30,4.5
I02,526,87.064169,83.268873,30,4.5
I02,484,98.397466,78.429144,30,4.5
I02,485,98.397466,78.429144,30,4.5
I02,486,98.397466,78.429144,30,4.5
I02,487,98.397466,78.429144,30,4.5
I02,488,98.397466,78.429144,30,4.5
I02,489,98.397466,78.429144,30,4.5
I02,490,98.397466,78.429144,30,4.5
I02,491,98.397466,78.429144,30,4.5
I02,492,98.397466,78.429144,30,4.5
I02,493,98.397466,78.429144,30,4.5
I02,494,98.397466,78.429144,30,4.5
I02,495,98.397466,78.429144,30,4.5
I02,498,98.397466,78.429144,30,4.5
I02,499,98.397466,78.429144,30,4.5
I02,504,98.397466,78.429144,30,4.5
I02,505,98.397466,78.429144,30,4.5
I02,506,98.397466,78.429144,30,4.5
I02,507,98.397466,78.429144,30,4.5
I02,508,98.397466,78.429144,30,4.5
I02,509,98.397466,78.429144,30,4.5
I02,510,98.397466,78.429144,30,4.5
I02,511,98.397466,78.429144,30,4.5
I02,512,98.397466,78.429144,30,4.5
I02,513,98.397466,78.429144,30,4.5
I02,514,98.397466,78.429144,30,4.5
I02,490,37.776681,78.42464,40,4.5
I02,491,37.776681,78.42464,40,4.5
I02,492,37.776681,78.42464,40,4.5
I02,493,37.776681,78.42464,40,4.5
I02,494,37.776681,78.42464,40,4.5
I02,495,37.776681,78.42464,40,4.5
I02,496,37.776681,78.42464,40,4.5
I02,497,37.776681,78.42464,40,4.5
I02,498,37.776681,78.42464,40,4.5
I02,499,37.776681,78.42464,40,4.5
I02,500,37.776681,78.42464,40,4.5
I02,501,37.776681,78.42464,40,4.5
I02,502,37.776681,78.42464,40,4.5
I02,503,37.776681,78.42464,40,4.5
I02,504,37.776681,78.42464,40,4.5
I02,505,37.776681,78.42464,40,4.5
I02,506,37.776681,78.42464,40,4.5
I03,481,148.44816,78.346464,0,4.5
I03,482,148.44816,78.346464,0,4.5
I03,483,148.44816,78.346464,0,4.5
I03,484,148.44816,78.346464,0,4.5
I03,485,148.44816,78.346464,0,4.5
I03,486,148.44816,78.346464,0,4.5
I03,487,148.44816,78.346464,0,4.5
I03,488,148.44816,78.346464,0,4.5
I03,489,148.44816,78.346464,0,4.5
I03,490,148.44816,78.346464,0,4.5
I03,491,148.44816,78.346464,0,4.5
I03,492,148.44816,78.346464,0,4.5
I03,493,148.44816,78.346464,0,4.5
I03,494,148.44816,78.346464,0,4.5
I03,495,148.44816,78.346464,0,4.5
I03,496,148.44816,78.346464,0,4.5
I03,497,148.44816,78.346464,0,4.5
I03,498,148.44816,78.346464,0,4.5
I03,499,148.44816,78.346464,0,4.5
I03,500,148.44816,78.346464,0,4.5
I03,501,148.44816,78.346464,0,4.5
I03,523,148.44816,78.346464,0,4.5
I03,524,148.44816,78.346464,0,4.5
I03,525,148.44816,78.346464,0,4.5
I03,526,148.44816,78.346464,0,4.5
I03,527,148.44816,78.346464,0,4.5
I03,481,135.70514,70.030015,0,4.5
I03,482,135.70514,70.030015,0,4.5
I03,483,135.70514,70.030015,0,4.5
I03,484,135.70514,70.030015,0,4.5
I03,485,135.70514,70.030015,0,4.5
I03,486,135.70514,70.030015,0,4.5
I03,487,135.70514,70.030015,0,4.5
I03,488,135.70514,70.030015,0,4.5
I03,489,135.70514,70.030015,0,4.5
I03,481,90.495635,82.565697,0,4.5
I03,482,90.495635,82.565697,0,4.5
I03,483,90.495635,82.565697,0,4.5
I03,484,90.495635,82.565697,0,4.5
I03,485,90.495635,82.565697,0,4.5
I03,486,90.495635,82.565697,0,4.5
I03,487,90.495635,82.565697,0,4.5
I03,488,90.495635,82.565697,0,4.5
I03,489,90.495635,82.565697,0,4.5
I03,490,90.495635,82.565697,0,4.5
I03,491,90.495635,82.565697,0,4.5
I03,492,90.495635,82.565697,0,4.5
I03,493,90.495635,82.565697,0,4.5
I03,494,90.495635,82.565697,0,4.5
I03,495,90.495635,82.565697,0,4.5
I03,496,90.495635,82.565697,0,4.5
I03,497,90.495635,82.565697,0,4.5
I03,498,90.495635,82.565697,0,4.5
I03,499,90.495635,82.565697,0,4.5
I03,500,90.495635,82.565697,0,4.5
I03,501,90.495635,82.565697,0,4.5
I03,502,90.495635,82.565697,0,4.5
I03,503,90.495635,82.565697,0,4.5
I03,504,90.495635,82.565697,0,4.5
I03,505,90.495635,82.565697,0,4.5
I03,506,90.495635,82.565697,0,4.5
I03,507,90.495635,82.565697,0,4.5
I03,508,90.495635,82.565697,0,4.5
I03,509,90.495635,82.565697,0,4.5
I03,510,90.495635,82.565697,0,4.5
I03,511,90.495635,82.565697,0,4.5
I03,512,90.495635,82.565697,0,4.5
I03,513,90.495635,82.565697,0,4.5
I03,514,90.495635,82.565697,0,4.5
I03,515,90.495635,82.565697,0,4.5
I03,516,90.495635,82.565697,0,4.5
I03,517,90.495635,82.565697,0,4.5
I03,518,90.495635,82.565697,0,4.5
I03,519,90.495635,82.565697,0,4.5
I03,520,90.495635,82.565697,0,4.5
I03,521,90.495635,82.565697,0,4.5
I03,522,90.495635,82.565697,0,4.5
I03,523,90.495635,82.565697,0,4.5
I03,524,90.495635,82.565697,0,4.5
I03,525,90.495635,82.565697,0,4.5
I03,526,90.495635,82.565697,0,4.5
I03,527,90.495635,82.565697,0,4.5
I03,528,90.495635,82.565697,0,4.5
I03,529,90.495635,82.565697,0,4.5
I03,481,98.882206,77.874631,0,4.5
I03,482,98.882206,77.874631,0,4.5
I03,483,98.882206,77.874631,0,4.5
I03,484,98.882206,77.874631,0,4.5
I03,485,98.882206,77.874631,0,4.5
I03,486,98.882206,77.874631,0,4.5
I03,487,98.882206,77.874631,0,4.5
I03,488,98.882206,77.874631,0,4.5
I03,489,98.882206,77.874631,0,4.5
I03,490,98.882206,77.874631,0,4.5
I03,491,98.882206,77.874631,0,4.5
I03,492,98.882206,77.874631,0,4.5
I03,493,98.882206,77.874631,0,4.5
I03,494,98.882206,77.874631,0,4.5
I03,495,98.882206,77.874631,0,4.5
I03,496,98.882206,77.874631,0,4.5
I03,497,98.882206,77.874631,0,4.5
I03,498,98.882206,77.874631,0,4.5
I03,499,98.882206,77.874631,0,4.5
I03,500,98.882206,77.874631,0,4.5
I03,501,98.882206,77.874631,0,4.5
I03,502,98.882206,77.874631,0,4.5
I03,503,98.882206,77.874631,0,4.5
I03,504,98.882206,77.874631,0,4.5
I03,505,98.882206,77.874631,0,4.5
I03,506,98.882206,77.874631,0,4.5
I03,507,98.882206,77.874631,0,4.5
I03,508,98.882206,77.874631,0,4.5
I03,509,98.882206,77.874631,0,4.5
I03,510,98.882206,77.874631,0,4.5
I03,511,98.882206,77.874631,0,4.5
I03,512,98.882206,77.874631,0,4.5
I03,513,98.882206,77.874631,0,4.5
I03,514,98.882206,77.874631,0,4.5
I03,515,98.882206,77.874631,0,4.5
I03,516,98.882206,77.874631,0,4.5
I03,517,98.882206,77.874631,0,4.5
I03,518,98.882206,77.874631,0,4.5
I03,519,98.882206,77.874631,0,4.5
I03,520,98.882206,77.874631,0,4.5
I03,521,98.882206,77.874631,0,4.5
I03,481,121.08026,74.724838,0,4.5
I03,482,121.08026,74.724838,0,4.5
I03,483,121.08026,74.724838,0,4.5
I03,484,121.08026,74.724838,0,4.5
I03,485,121.08026,74.724838,0,4.5
I03,486,121.08026,74.724838,0,4.5
I03,487,121.08026,74.724838,0,4.5
I03,488,121.08026,74.724838,0,4.5
I03,489,121.08026,74.724838,0,4.5
I03,490,121.08026,74.724838,0,4.5
I03,491,121.08026,74.724838,0,4.5
I03,492,121.08026,74.724838,0,4.5
I03,493,121.08026,74.724838,0,4.5
I03,494,121.08026,74.724838,0,4.5
I03,495,121.08026,74.724838,0,4.5
I03,496,121.08026,74.724838,0,4.5
I03,497,121.08026,74.724838,0,4.5
I03,498,121.08026,74.724838,0,4.5
I03,499,121.08026,74.724838,0,4.5
I03,500,121.08026,74.724838,0,4.5
I03,481,103.4494,73.695309,0,4.5
I03,482,103.4494,73.695309,0,4.5
I03,483,103.4494,73.695309,0,4.5
I03,484,103.4494,73.695309,0,4.5
I03,485,103.4494,73.695309,0,4.5
I03,486,103.4494,73.695309,0,4.5
I03,482,137.76256,74.600829,0,4.5
I03,483,137.76256,74.600829,0,4.5
I03,484,137.76256,74.600829,0,4.5
I03,485,137.76256,74.600829,0,4.5
I03,486,137.76256,74.600829,0,4.5
I03,487,137.76256,74.600829,0,4.5
I03,488,137.76256,74.600829,0,4.5
I03,489,137.76256,74.600829,0,4.5
I03,490,137.76256,74.600829,0,4.5
I03,491,137.76256,74.600829,0,4.5
I03,492,137.76256,74.600829,0,4.5
I03,493,137.76256,74.600829,0,4.5
I03,494,137.76256,74.600829,0,4.5
I03,495,137.76256,74.600829,0,4.5
I03,496,137.76256,74.600829,0,4.5
I03,497,137.76256,74.600829,0,4.5
I03,498,137.76256,74.600829,0,4.5
I03,499,137.76256,74.600829,0,4.5
I03,500,137.76256,74.600829,0,4.5
I03,485,108.46438,69.174175,0,4.5
I03,486,108.46438,69.174175,0,4.5
I03,487,108.46438,69.174175,0,4.5
I03,488,108.46438,69.174175,0,4.5
I03,489,108.46438,69.174175,0,4.5
I03,490,108.46438,69.174175,0,4.5
I03,491,108.46438,69.174175,0,4.5
I03,492,108.46438,69.174175,0,4.5
I03,493,108.46438,69.174175,0,4.5
I03,494,108.46438,69.174175,0,4.5
I03,495,108.46438,69.174175,0,4.5
I03,496,108.46438,69.174175,0,4.5
I03,497,108.46438,69.174175,0,4.5
I03,514,108.46438,69.174175,0,4.5
I03,515,108.46438,69.174175,0,4.5
I03,516,108.46438,69.174175,0,4.5
I03,517,108.46438,69.174175,0,4.5
I03,518,108.46438,69.174175,0,4.5
I03,519,108.46438,69.174175,0,4.5
I03,520,108.46438,69.174175,0,4.5
I03,521,108.46438,69.174175,0,4.5
I03,522,108.46438,69.174175,0,4.5
I03,523,108.46438,69.174175,0,4.5
I03,524,108.46438,69.174175,0,4.5
I03,525,108.46438,69.174175,0,4.5
I03,496,170.58469,81.670407,0,4.5
I03,497,170.58469,81.670407,0,4.5
I03,498,170.58469,81.670407,0,4.5
I03,499,170.58469,81.670407,0,4.5
I03,500,170.58469,81.670407,0,4.5
I03,501,170.58469,81.670407,0,4.5
I03,502,170.58469,81.670407,0,4.5
I03,503,170.58469,81.670407,0,4.5
I03,504,170.58469,81.670407,0,4.5
I03,505,170.58469,81.670407,0,4.5
I03,506,170.58469,81.670407,0,4.5
I03,507,170.58469,81.670407,0,4.5
I03,508,170.58469,81.670407,0,4.5
I03,509,170.58469,81.670407,0,4.5
I03,510,170.58469,81.670407,0,4.5
I03,511,170.58469,81.670407,0,4.5
I03,512,170.58469,81.670407,0,4.5
I03,513,170.58469,81.670407,0,4.5
I03,514,170.58469,81.670407,0,4.5
I03,515,170.58469,81.670407,0,4.5
I03,516,170.58469,81.670407,0,4.5
I03,517,170.58469,81.670407,0,4.5
I03,518,170.58469,81.670407,0,4.5
I03,519,170.58469,81.670407,0,4.5
I03,520,170.58469,81.670407,0,4.5
I03,521,170.58469,81.670407,0,4.5
I04,495,267.27749,84.021775,60,4.5
I04,496,267.27749,84.021775,60,4.5
I04,497,267.27749,84.021775,60,4.5
I04,498,267.27749,84.021775,60,4.5
I04,499,267.27749,84.021775,60,4.5
I04,500,267.27749,84.021775,60,4.5
I04,501,267.27749,84.021775,60,4.5
I04,502,267.27749,84.021775,60,4.5
I04,503,267.27749,84.021775,60,4.5
I04,504,267.27749,84.021775,60,4.5
I04,505,267.27749,84.021775,60,4.5
I04,506,267.27749,84.021775,60,4.5
I04,507,267.27749,84.021775,60,4.5
I04,508,267.27749,84.021775,60,4.5
I04,509,267.27749,84.021775,60,4.5
I04,510,267.27749,84.021775,60,4.5
I04,485,85.725419,83.369587,60,4.5
I04,486,85.725419,83.369587,60,4.5
I04,487,85.725419,83.369587,60,4.5
I04,488,85.725419,83.369587,60,4.5
I04,492,85.725419,83.369587,60,4.5
I04,493,85.725419,83.369587,60,4.5
I04,494,85.725419,83.369587,60,4.5
I04,495,85.725419,83.369587,60,4.5
I04,496,85.725419,83.369587,60,4.5
I04,497,85.725419,83.369587,60,4.5
I04,498,85.725419,83.369587,60,4.5
I04,499,85.725419,83.369587,60,4.5
I04,500,85.725419,83.369587,60,4.5
I04,501,85.725419,83.369587,60,4.5
I04,502,85.725419,83.369587,60,4.5
I04,503,85.725419,83.369587,60,4.5
I04,504,85.725419,83.369587,60,4.5
I04,505,85.725419,83.369587,60,4.5
I04,506,85.725419,83.369587,60,4.5
I04,507,85.725419,83.369587,60,4.5
I04,508,85.725419,83.369587,60,4.5
I04,509,85.725419,83.369587,60,4.5
I04,510,85.725419,83.369587,60,4.5
I04,517,85.725419,83.369587,60,4.5
I04,518,85.725419,83.369587,60,4.5
I04,519,85.725419,83.369587,60,4.5
I04,520,85.725419,83.369587,60,4.5
I04,521,85.725419,83.369587,60,4.5
I04,522,85.725419,83.369587,60,4.5
I04,523,85.725419,83.369587,60,4.5
I04,524,85.725419,83.369587,60,4.5
I04,525,85.725419,83.369587,60,4.5
I04,526,85.725419,83.369587,60,4.5
I04,485,148.76563,78.426395,60,4.5
I04,486,148.76563,78.426395,60,4.5
I04,487,148.76563,78.426395,60,4.5
I04,488,148.76563,78.426395,60,4.5
I04,489,148.76563,78.426395,60,4.5
I04,490,148.76563,78.426395,60,4.5
I04,491,148.76563,78.426395,60,4.5
I04,492,148.76563,78.426395,60,4.5
I04,493,148.76563,78.426395,60,4.5
I04,494,148.76563,78.426395,60,4.5
I04,495,148.76563,78.426395,60,4.5
I04,496,148.76563,78.426395,60,4.5
I04,497,148.76563,78.426395,60,4.5
I04,498,148.76563,78.426395,60,4.5
I04,499,148.76563,78.426395,60,4.5
I04,525,148.76563,78.426395,60,4.5
I04,526,148.76563,78.426395,60,4.5
I04,527,148.76563,78.426395,60,4.5
I04,528,148.76563,78.426395,60,4.5
I04,529,148.76563,78.426395,60,4.5
I04,530,148.76563,78.426395,60,4.5
I04,531,148.76563,78.426395,60,4.5
I04,485,173.39379,81.924907,60,4.5
I04,495,173.39379,81.924907,60,4.5
I04,496,173.39379,81.924907,60,4.5
I04,497,173.39379,81.924907,60,4.5
I04,498,173.39379,81.924907,60,4.5
I04,499,173.39379,81.924907,60,4.5
I04,500,173.39379,81.924907,60,4.5
I04,501,173.39379,81.924907,60,4.5
I04,502,173.39379,81.924907,60,4.5
I04,503,173.39379,81.924907,60,4.5
I04,504,173.39379,81.924907,60,4.5
I04,505,173.39379,81.924907,60,4.5
I04,506,173.39379,81.924907,60,4.5
I04,507,173.39379,81.924907,60,4.5
I04,508,173.39379,81.924907,60,4.5
I04,509,173.39379,81.924907,60,4.5
I04,510,173.39379,81.924907,60,4.5
I04,511,173.39379,81.924907,60,4.5
I04,512,173.39379,81.924907,60,4.5
I04,513,173.39379,81.924907,60,4.5
I04,514,173.39379,81.924907,60,4.5
I04,515,173.39379,81.924907,60,4.5
I04,516,173.39379,81.924907,60,4.5
I04,517,173.39379,81.924907,60,4.5
I04,518,173.39379,81.924907,60,4.5
I04,519,173.39379,81.924907,60,4.5
I04,520,173.39379,81.924907,60,4.5
I04,485,189.95926,72.320989,60,4.5
I04,486,189.95926,72.320989,60,4.5
I04,487,189.95926,72.320989,60,4.5
I04,488,189.95926,72.320989,60,4.5
I04,489,189.95926,72.320989,60,4.5
I04,490,189.95926,72.320989,60,4.5
I04,491,189.95926,72.320989,60,4.5
I04,492,189.95926,72.320989,60,4.5
I04,493,189.95926,72.320989,60,4.5
I04,494,189.95926,72.320989,60,4.5
I04,495,189.95926,72.320989,60,4.5
I04,496,189.95926,72.320989,60,4.5
I04,497,189.95926,72.320989,60,4.5
I04,498,189.95926,72.320989,60,4.5
I04,499,189.95926,72.320989,60,4.5
I04,500,189.95926,72.320989,60,4.5
I04,501,189.95926,72.320989,60,4.5
I04,502,189.95926,72.320989,60,4.5
I04,503,189.95926,72.320989,60,4.5
I04,504,189.95926,72.320989,60,4.5
I04,505,189.95926,72.320989,60,4.5
I04,506,189.95926,72.320989,60,4.5
I04,507,189.95926,72.320989,60,4.5
I04,508,189.95926,72.320989,60,4.5
I04,509,189.95926,72.320989,60,4.5
I04,510,189.95926,72.320989,60,4.5
I04,511,189.95926,72.320989,60,4.5
I04,512,189.95926,72.320989,60,4.5
I04,513,189.95926,72.320989,60,4.5
I04,514,189.95926,72.320989,60,4.5
I04,515,189.95926,72.320989,60,4.5
I04,516,189.95926,72.320989,60,4.5
I04,517,189.95926,72.320989,60,4.5
I04,518,189.95926,72.320989,60,4.5
I04,485,177.19102,70.745648,60,4.5
I04,496,177.19102,70.745648,60,4.5
I04,497,177.19102,70.745648,60,4.5
I04,498,177.19102,70.745648,60,4.5
I04,499,177.19102,70.745648,60,4.5
I04,500,177.19102,70.745648,60,4.5
I04,501,177.19102,70.745648,60,4.5
I04,502,177.19102,70.745648,60,4.5
I04,503,177.19102,70.745648,60,4.5
I04,504,177.19102,70.745648,60,4.5
I04,505,177.19102,70.745648,60,4.5
I04,506,177.19102,70.745648,60,4.5
I04,507,177.19102,70.745648,60,4.5
I04,508,177.19102,70.745648,60,4.5
I04,509,177.19102,70.745648,60,4.5
I04,510,177.19102,70.745648,60,4.5
I04,511,177.19102,70.745648,60,4.5
I04,512,177.19102,70.745648,60,4.5
I04,513,177.19102,70.745648,60,4.5
I04,514,177.19102,70.745648,60,4.5
I04,515,177.19102,70.745648,60,4.5
I04,516,177.19102,70.745648,60,4.5
I04,517,177.19102,70.745648,60,4.5
I04,518,177.19102,70.745648,60,4.5
I04,519,177.19102,70.745648,60,4.5
I04,520,177.19102,70.745648,60,4.5
I04,485,139.99738,74.880932,60,4.5
I04,486,139.99738,74.880932,60,4.5
I04,487,139.99738,74.880932,60,4.5
I04,488,139.99738,74.880932,60,4.5
I04,489,139.99738,74.880932,60,4.5
I04,490,139.99738,74.880932,60,4.5
I04,492,139.99738,74.880932,60,4.5
I04,493,139.99738,74.880932,60,4.5
I04,494,139.99738,74.880932,60,4.5
I04,495,139.99738,74.880932,60,4.5
I04,496,139.99738,74.880932,60,4.5
I04,497,139.99738,74.880932,60,4.5
I04,498,139.99738,74.880932,60,4.5
I04,518,208.67927,80.551457,60,4.5
I04,517,208.67927,80.551457,60,4.5
I04,516,208.67927,80.551457,60,4.5
I04,515,208.67927,80.551457,60,4.5
I04,514,208.67927,80.551457,60,4.5
I04,513,208.67927,80.551457,60,4.5
I04,512,208.67927,80.551457,60,4.5
I04,511,208.67927,80.551457,60,4.5
I04,510,208.67927,80.551457,60,4.5
I04,509,208.67927,80.551457,60,4.5
I04,508,208.67927,80.551457,60,4.5
I04,507,208.67927,80.551457,60,4.5
I04,506,208.67927,80.551457,60,4.5
I04,505,208.67927,80.551457,60,4.5
I04,504,208.67927,80.551457,60,4.5
I04,503,208.67927,80.551457,60,4.5
I04,500,208.67927,80.551457,60,4.5
