#HI4PI cube SIN_,channel,square l, square b, angle, size
# angle: angle of east side of box compared to the line pointing towards the galactic north (measured increasing to the east) in degrees
# size: approximate length of one side of square in degrees
I04,499,208.67927,80.551457,60,4.5
I04,498,208.67927,80.551457,60,4.5
I04,496,208.67927,80.551457,60,4.5
I04,495,208.67927,80.551457,60,4.5
I04,494,208.67927,80.551457,60,4.5
I04,489,208.87931,76.454005,60,4.5
I04,490,208.87931,76.454005,60,4.5
I04,491,208.87931,76.454005,60,4.5
I04,492,208.87931,76.454005,60,4.5
I04,493,208.87931,76.454005,60,4.5
I04,494,208.87931,76.454005,60,4.5
I04,495,208.87931,76.454005,60,4.5
I04,496,208.87931,76.454005,60,4.5
I04,497,208.87931,76.454005,60,4.5
I04,498,208.87931,76.454005,60,4.5
I04,499,208.87931,76.454005,60,4.5
I04,505,208.87931,76.454005,60,4.5
I04,520,228.36200,75.920741,60,2.5
I04,519,228.36200,75.920741,60,2.5
I04,518,228.36200,75.920741,60,2.5
I04,517,228.36200,75.920741,60,2.5
I04,516,228.36200,75.920741,60,2.5
I04,515,228.36200,75.920741,60,2.5
I04,514,228.36200,75.920741,60,2.5
I04,513,228.36200,75.920741,60,2.5
I04,512,228.36200,75.920741,60,2.5
I04,511,228.36200,75.920741,60,2.5
I04,510,228.36200,75.920741,60,2.5
I04,509,228.36200,75.920741,60,2.5
I04,508,228.36200,75.920741,60,2.5
I04,507,228.36200,75.920741,60,2.5
I04,506,228.36200,75.920741,60,2.5
I04,505,228.36200,75.920741,60,2.5
I04,504,228.36200,75.920741,60,2.5
I04,503,228.36200,75.920741,60,2.5
I04,499,228.36200,75.920741,60,2.5
I04,498,228.36200,75.920741,60,2.5
I04,497,228.36200,75.920741,60,2.5
I04,496,228.36200,75.920741,60,2.5
I04,495,228.36200,75.920741,60,2.5
I05,490,266.04318,84.285331,20,4.5
I05,491,266.04318,84.285331,20,4.5
I05,497,266.04318,84.285331,20,4.5
I05,498,266.04318,84.285331,20,4.5
I05,499,266.04318,84.285331,20,4.5
I05,490,241.67465,80.850363,20,4.5
I05,491,241.67465,80.850363,20,4.5
I05,492,241.67465,80.850363,20,4.5
I05,493,241.67465,80.850363,20,4.5
I05,490,247.21436,74.272866,20,4.5
I05,491,247.21436,74.272866,20,4.5
I05,492,247.21436,74.272866,20,4.5
I05,493,247.21436,74.272866,20,4.5
I05,494,247.21436,74.272866,20,4.5
I05,495,247.21436,74.272866,20,4.5
I05,496,247.21436,74.272866,20,4.5
I05,497,247.21436,74.272866,20,4.5
I05,508,247.21436,74.272866,20,4.5
I05,509,247.21436,74.272866,20,4.5
I05,510,247.21436,74.272866,20,4.5
I05,511,247.21436,74.272866,20,4.5
I05,512,247.21436,74.272866,20,4.5
I05,513,247.21436,74.272866,20,4.5
I05,514,247.21436,74.272866,20,4.5
I05,515,247.21436,74.272866,20,4.5
I05,516,247.21436,74.272866,20,4.5
I05,517,247.21436,74.272866,20,4.5
I05,490,229.50739,76.063648,20,4.5
I05,497,229.50739,76.063648,20,4.5
I05,498,229.50739,76.063648,20,4.5
I05,499,229.50739,76.063648,20,4.5
I05,504,229.50739,76.063648,20,4.5
I05,505,229.50739,76.063648,20,4.5
I05,506,229.50739,76.063648,20,4.5
I05,507,229.50739,76.063648,20,4.5
I05,508,229.50739,76.063648,20,4.5
I05,509,229.50739,76.063648,20,4.5
I05,510,229.50739,76.063648,20,4.5
I05,511,229.50739,76.063648,20,4.5
I05,512,229.50739,76.063648,20,4.5
I05,513,229.50739,76.063648,20,4.5
I05,514,229.50739,76.063648,20,4.5
I05,515,229.50739,76.063648,20,4.5
I05,516,229.50739,76.063648,20,4.5
I05,517,229.50739,76.063648,20,4.5
I05,518,229.50739,76.063648,20,4.5
I05,519,229.50739,76.063648,20,4.5
I05,520,229.50739,76.063648,20,4.5
I05,521,229.50739,76.063648,20,4.5
I05,490,208.66476,77.181348,20,4.5
I05,491,208.66476,77.181348,20,4.5
I05,492,208.66476,77.181348,20,4.5
I05,493,208.66476,77.181348,20,4.5
I05,494,208.66476,77.181348,20,4.5
I05,497,208.66476,77.181348,20,4.5
I05,498,208.66476,77.181348,20,4.5
I05,505,208.66476,77.181348,20,4.5
I05,506,208.66476,77.181348,20,4.5
I05,507,208.66476,77.181348,20,4.5
I05,498,172.95044,81.551452,20,4.5
I05,499,172.95044,81.551452,20,4.5
I05,500,172.95044,81.551452,20,4.5
I05,501,172.95044,81.551452,20,4.5
I05,502,172.95044,81.551452,20,4.5
I05,507,172.95044,81.551452,20,4.5
I05,508,172.95044,81.551452,20,4.5
I05,509,172.95044,81.551452,20,4.5
I05,510,172.95044,81.551452,20,4.5
I05,511,172.95044,81.551452,20,4.5
I05,512,172.95044,81.551452,20,4.5
I05,513,172.95044,81.551452,20,4.5
I05,514,172.95044,81.551452,20,4.5
I05,515,172.95044,81.551452,20,4.5
I05,516,172.95044,81.551452,20,4.5
I05,517,172.95044,81.551452,20,4.5
I05,518,172.95044,81.551452,20,4.5
I05,519,172.95044,81.551452,20,4.5
I05,520,172.95044,81.551452,20,4.5
I06,509,250.46586,74.807909,70,4.5
I06,510,250.46586,74.807909,70,4.5
I06,511,250.46586,74.807909,70,4.5
I06,512,250.46586,74.807909,70,4.5
I06,513,250.46586,74.807909,70,4.5
I06,514,250.46586,74.807909,70,4.5
I06,515,250.46586,74.807909,70,4.5
I06,516,250.46586,74.807909,70,4.5
I06,517,250.46586,74.807909,70,4.5
I06,518,250.46586,74.807909,70,4.5
I06,496,266.81129,84.128469,70,4.5
I06,497,266.81129,84.128469,70,4.5
I06,498,266.81129,84.128469,70,4.5
I06,496,289.63923,69.985686,70,4.5
I06,497,289.63923,69.985686,70,4.5
I06,498,289.63923,69.985686,70,4.5
I07,497,267.56928,84.067259,30,4.5
I07,498,267.56928,84.067259,30,4.5
I07,499,267.56928,84.067259,30,4.5
I07,500,267.56928,84.067259,30,4.5
I07,507,267.56928,84.067259,30,4.5
I07,508,267.56928,84.067259,30,4.5
